,BMP_Fingerprint,Facility_ID,idxFacBMPAssignment,r_tss,r_turbidity,r_p,r_n,r_nn,r_an,r_og,r_cu,r_zn,r_fe,r_phmin,r_phmax,PEP_BaseRisk,Total_BaseRisk,is_calculated,RedPEP_BaseRisk,RedTotal_BaseRisk,CIP_Cost,OM_Cost,PEP_BaseRisk_Rate
11350,|1||3||6||7||8||9||14|,103,103|1||3||6||7||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69004063.95,138197.7171,1
11349,|1||3||6||7||8||9||13|,103,103|1||3||6||7||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72812251.49,190368.1512,1
11348,|1||3||4||8||9||13||14|,103,103|1||3||4||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,73967040.88,114363.2223,1
11347,|1||3||4||7||9||13||14|,103,103|1||3||4||7||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,74375329.19,182268.1512,1
10473,|6||9|,103,103|6||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,62151214.6,8100,1
11372,|2||3||4||7||8||9||13|,103,103|2||3||4||7||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,77552190.79,207818.7453,1
11345,|1||3||4||7||8||9||14|,103,103|1||3||4||7||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72804751.49,154539.1512,1
11344,|1||3||4||7||8||9||13|,103,103|1||3||4||7||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,76612939.04,206709.5853,1
11343,|1||3||4||6||9||13||14|,103,103|1||3||4||6||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71736931.03,98021.78819,1
11373,|2||3||4||7||8||9||14|,103,103|2||3||4||7||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,73744003.24,155648.3112,1
11352,|1||3||6||7||9||13||14|,103,103|1||3||6||7||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,70574641.64,165926.7171,1
11264,|3||4||8||9||13||14|,103,103|3||4||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,73764990.92,107708.2623,1
11322,|1||2||4||6||9||13||14|,103,103|1||2||4||6||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71110941.36,99130.94819,1
11391,|3||4||6||7||8||9||14|,103,103|3||4||6||7||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72610201.54,155984.1912,1
11294,|1||2||3||4||8||9||13|,103,103|1||2||3||4||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,75108342.58,122127.3423,1
11292,|1||2||3||4||7||9||14|,103,103|1||2||3||4||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71708443.35,137861.8371,1
11291,|1||2||3||4||7||9||13|,103,103|1||2||3||4||7||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,75516630.9,190032.2712,1
10498,|1||3||9|,103,103|1||3||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,64113055.93,13309.92,1
11405,|1||2||3||4||6||8||9||14|,103,103|1||2||3||4||6||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71307655.03,78056.90819,1
11288,|1||2||3||4||7||8||9|,103,103|1||2||3||4||7||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,73946053.2,162303.2712,1
11286,|1||2||3||4||6||9||14|,103,103|1||2||3||4||6||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69070045.18,53615.4741,1
11285,|1||2||3||4||6||9||13|,103,103|1||2||3||4||6||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72878232.73,105785.9082,1
10504,|1||4||9|,103,103|1||4||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,66153952.11,31096.3941,1
11407,|1||2||3||4||6||9||13||14|,103,103|1||2||3||4||6||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72878232.73,105785.9082,1
11282,|1||2||3||4||6||8||9|,103,103|1||2||3||4||6||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71307655.03,78056.90819,1
10509,|1||6||9|,103,103|1||6||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,62353264.56,14754.96,1
11295,|1||2||3||4||8||9||14|,103,103|1||2||3||4||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71300155.03,69956.90819,1
11408,|1||2||3||4||7||8||9||13|,103,103|1||2||3||4||7||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,77754240.75,214473.7053,1
10513,|1||7||9|,103,103|1||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,64991662.72,99001.323,1
11277,|6||7||8||9||13||14|,103,103|6||7||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,70842910.17,177058.2312,1
11276,|4||7||8||9||13||14|,103,103|4||7||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,74643597.72,193399.6653,1
11275,|4||6||8||9||13||14|,103,103|4||6||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72005199.55,109153.3023,1
11274,|4||6||7||9||13||14|,103,103|4||6||7||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72413487.86,177058.2312,1
10516,|1||8||9|,103,103|1||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,64583374.41,31096.3941,1
11272,|4||6||7||8||9||14|,103,103|4||6||7||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,70842910.17,149329.2312,1
11270,|3||7||8||9||13||14|,103,103|3||7||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72602701.54,175613.1912,1
11269,|3||6||8||9||13||14|,103,103|3||6||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69964303.37,91366.82819,1
11268,|3||6||7||9||13||14|,103,103|3||6||7||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,70372591.68,159271.7571,1
10519,|1||9||13|,103,103|1||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,66153952.11,58825.3941,1
11266,|3||6||7||8||9||14|,103,103|3||6||7||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68802013.99,131542.7571,1
11279,|1||2||3||4||6||7||9|,103,103|1||2||3||4||6||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71715943.35,145961.8371,1
11390,|3||4||6||7||8||9||13|,103,103|3||4||6||7||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,76418389.09,208154.6253,1
11404,|1||2||3||4||6||8||9||13|,103,103|1||2||3||4||6||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,75115842.58,130227.3423,1
11298,|1||2||3||6||7||8||9|,103,103|1||2||3||6||7||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,70145365.65,145961.8371,1
11320,|1||2||4||6||8||9||14|,103,103|1||2||4||6||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69540363.66,71401.94819,1
11319,|1||2||4||6||8||9||13|,103,103|1||2||4||6||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,73348551.21,123572.3823,1
11171,|1||3||7||9||13||14|,103,103|1||3||7||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,70567141.64,157826.7171,1
10455,|2||9|,103,103|2||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,63285016.3,7764.12,1
11393,|3||4||6||7||9||13||14|,103,103|3||4||6||7||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,74180779.23,183713.1912,1
11317,|1||2||4||6||7||9||14|,103,103|1||2||4||6||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69948651.98,139306.8771,1
11316,|1||2||4||6||7||9||13|,103,103|1||2||4||6||7||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,73756839.53,191477.3112,1
10491,|1||2||9|,103,103|1||2||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,63487066.26,14419.08,1
11394,|3||4||6||8||9||13||14|,103,103|3||4||6||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,73772490.92,115808.2623,1
11395,|3||4||7||8||9||13||14|,103,103|3||4||7||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,76410889.09,200054.6253,1
11313,|1||2||4||6||7||8||9|,103,103|1||2||4||6||7||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72186261.83,163748.3112,1
11312,|1||2||3||8||9||13||14|,103,103|1||2||3||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71300155.03,97685.90819,1
11297,|1||2||3||4||9||13||14|,103,103|1||2||3||4||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72870732.73,97685.90819,1
11311,|1||2||3||7||9||13||14|,103,103|1||2||3||7||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71708443.35,165590.8371,1
11397,|4||6||7||8||9||13||14|,103,103|4||6||7||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,74651097.72,201499.6653,1
11309,|1||2||3||7||8||9||14|,103,103|1||2||3||7||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,70137865.65,137861.8371,1
11308,|1||2||3||7||8||9||13|,103,103|1||2||3||7||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,73946053.2,190032.2712,1
11398,|1||2||3||4||6||7||8||9|,103,103|1||2||3||4||6||7||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,73953553.2,170403.2712,1
11307,|1||2||3||6||9||13||14|,103,103|1||2||3||6||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69070045.18,81344.4741,1
11305,|1||2||3||6||8||9||14|,103,103|1||2||3||6||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67499467.48,53615.4741,1
11304,|1||2||3||6||8||9||13|,103,103|1||2||3||6||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71307655.03,105785.9082,1
10447,|1||9|,103,103|1||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,62345764.56,6654.96,1
11401,|1||2||3||4||6||7||9||13|,103,103|1||2||3||4||6||7||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,75524130.9,198132.2712,1
11302,|1||2||3||6||7||9||14|,103,103|1||2||3||6||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67907755.8,121520.403,1
11301,|1||2||3||6||7||9||13|,103,103|1||2||3||6||7||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71715943.35,173690.8371,1
11402,|1||2||3||4||6||7||9||14|,103,103|1||2||3||4||6||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71715943.35,145961.8371,1
11396,|3||6||7||8||9||13||14|,103,103|3||6||7||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72610201.54,183713.1912,1
10558,|3||6||9|,103,103|3||6||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,63918505.97,14754.96,1
10800,|4||9||13||14|,103,103|4||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69760089.7,76611.86819,1
11168,|1||3||7||8||9||13|,103,103|1||3||7||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72804751.49,182268.1512,1
10934,|1||6||8||9||14|,103,103|1||6||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,64590874.41,39196.3941,1
10933,|1||6||8||9||13|,103,103|1||6||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68399061.96,91366.82819,1
10931,|1||6||7||9||14|,103,103|1||6||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,64999162.72,107101.323,1
10930,|1||6||7||9||13|,103,103|1||6||7||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68807350.27,159271.7571,1
10705,|2||3||8||9|,103,103|2||3||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67289917.53,38860.5141,1
10927,|1||6||7||8||9|,103,103|1||6||7||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67236772.57,131542.7571,1
10926,|1||4||9||13||14|,103,103|1||4||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69962139.66,83266.82819,1
10924,|1||4||8||9||14|,103,103|1||4||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68391561.96,55537.82819,1
10923,|1||4||8||9||13|,103,103|1||4||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72199749.51,107708.2623,1
10708,|2||3||9||13|,103,103|2||3||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68860495.22,66589.5141,1
10921,|1||4||7||9||14|,103,103|1||4||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68799850.27,123442.7571,1
10920,|1||4||7||9||13|,103,103|1||4||7||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72608037.82,175613.1912,1
10709,|2||3||9||14|,103,103|2||3||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,65052307.67,14419.08,1
10917,|1||4||7||8||9|,103,103|1||4||7||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71037460.12,147884.1912,1
10713,|2||4||6||9|,103,103|2||4||6||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67100703.85,40305.5541,1
10915,|1||4||6||9||14|,103,103|1||4||6||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,66161452.11,39196.3941,1
10914,|1||4||6||9||13|,103,103|1||4||6||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69969639.66,91366.82819,1
10895,|1||3||6||9||14|,103,103|1||3||6||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,64120555.93,21409.92,1
10897,|1||3||7||8||9|,103,103|1||3||7||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68996563.95,130097.7171,1
10727,|2||6||7||9|,103,103|2||6||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,65938414.47,108210.483,1
10900,|1||3||7||9||13|,103,103|1||3||7||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,70567141.64,157826.7171,1
10901,|1||3||7||9||14|,103,103|1||3||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,66758954.09,105656.283,1
10724,|2||4||9||14|,103,103|2||4||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67093203.85,32205.5541,1
10702,|2||3||7||9|,103,103|2||3||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67698205.84,106765.443,1
10903,|1||3||8||9||13|,103,103|1||3||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,70158853.33,89921.78819,1
10723,|2||4||9||13|,103,103|2||4||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,70901391.4,84375.98819,1
10906,|1||3||9||13||14|,103,103|1||3||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67921243.48,65480.3541,1
10908,|1||4||6||7||9|,103,103|1||4||6||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68807350.27,131542.7571,1
10720,|2||4||8||9|,103,103|2||4||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69330813.7,56646.98819,1
10911,|1||4||6||8||9|,103,103|1||4||6||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68399061.96,63637.82819,1
10717,|2||4||7||9|,103,103|2||4||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69739102.02,124551.9171,1
10904,|1||3||8||9||14|,103,103|1||3||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,66350665.78,37751.3541,1
10936,|1||6||9||13||14|,103,103|1||6||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,66161452.11,66925.3941,1
10937,|1||7||8||9||13|,103,103|1||7||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71037460.12,175613.1912,1
10938,|1||7||8||9||14|,103,103|1||7||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67229272.57,123442.7571,1
10974,|2||3||8||9||14|,103,103|2||3||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67289917.53,38860.5141,1
10976,|2||3||9||13||14|,103,103|2||3||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68860495.22,66589.5141,1
10689,|1||9||13||14|,103,103|1||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,66153952.11,58825.3941,1
10978,|2||4||6||7||9|,103,103|2||4||6||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69746602.02,132651.9171,1
10687,|1||8||9||14|,103,103|1||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,64583374.41,31096.3941,1
10981,|2||4||6||8||9|,103,103|2||4||6||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69338313.7,64746.98819,1
10973,|2||3||8||9||13|,103,103|2||3||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71098105.08,91030.94819,1
10686,|1||8||9||13|,103,103|1||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68391561.96,83266.82819,1
10985,|2||4||6||9||14|,103,103|2||4||6||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67100703.85,40305.5541,1
10987,|2||4||7||8||9|,103,103|2||4||7||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71976711.87,148993.3512,1
10684,|1||7||9||14|,103,103|1||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,64991662.72,99001.323,1
10990,|2||4||7||9||13|,103,103|2||4||7||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,73547289.57,176722.3512,1
10991,|2||4||7||9||14|,103,103|2||4||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69739102.02,124551.9171,1
10993,|2||4||8||9||13|,103,103|2||4||8||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,73139001.25,108817.4223,1
10984,|2||4||6||9||13|,103,103|2||4||6||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,70908891.4,92475.98819,1
10894,|1||3||6||9||13|,103,103|1||3||6||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67928743.48,73580.3541,1
10971,|2||3||7||9||14|,103,103|2||3||7||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67698205.84,106765.443,1
10967,|2||3||7||8||9|,103,103|2||3||7||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69935815.69,131206.8771,1
10940,|1||7||9||13||14|,103,103|1||7||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68799850.27,151171.7571,1
10941,|1||8||9||13||14|,103,103|1||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68391561.96,83266.82819,1
11452,|2||3||4||6||7||8||9||13||14|,103,103|2||3||4||6||7||8||9||13||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,77559690.79,215918.7453,1
10944,|2||3||4||6||9|,103,103|2||3||4||6||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68867995.22,46960.5141,1
10698,|2||3||6||9|,103,103|2||3||6||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,65059807.67,22519.08,1
10948,|2||3||4||7||9|,103,103|2||3||4||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71506393.39,131206.8771,1
10970,|2||3||7||9||13|,103,103|2||3||7||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71506393.39,158935.8771,1
10951,|2||3||4||8||9|,103,103|2||3||4||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,71098105.08,63301.94819,1
10955,|2||3||4||9||14|,103,103|2||3||4||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68860495.22,38860.5141,1
10693,|2||3||4||9|,103,103|2||3||4||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68860495.22,38860.5141,1
10958,|2||3||6||7||9|,103,103|2||3||6||7||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67705705.84,114865.443,1
10961,|2||3||6||8||9|,103,103|2||3||6||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67297417.53,46960.5141,1
10964,|2||3||6||9||13|,103,103|2||3||6||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,68867995.22,74689.5141,1
10965,|2||3||6||9||14|,103,103|2||3||6||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,65059807.67,22519.08,1
10954,|2||3||4||9||13|,103,103|2||3||4||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,72668682.77,91030.94819,1
10994,|2||4||8||9||14|,103,103|2||4||8||9||14|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,69330813.7,56646.98819,1
10730,|2||6||8||9|,103,103|2||6||8||9|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,65530126.16,40305.5541,1
10733,|2||6||9||13|,103,103|2||6||9||13|,1,1,1,1,1,1,1,1,1,1,1,1,0.314004339,2.576711979,TRUE,0,2.26270764,67100703.85,68034.5541,1
