,BMP_Fingerprint,Facility_ID,idxFacBMPAssignment,r_tss,r_turbidity,r_p,r_n,r_nn,r_an,r_og,r_cu,r_zn,r_fe,r_phmin,r_phmax,PEP_BaseRisk,Total_BaseRisk,is_calculated,RedPEP_BaseRisk,RedTotal_BaseRisk,CIP_Cost,OM_Cost,PEP_BaseRisk_Rate
8,|14|,1,1|14|,0,0,0,0,0,0,0,0,0,0,0,0,1.188568134,4.463339494,TRUE,1.188568134,4.463339494,0,0,0
0,|1|,1,1|1|,0.39,0,0,0,0,0,0.63,0.2,0.4,0,0,0,1.188568134,4.463339494,TRUE,1.092874705,4.367646065,421636.32,15552,0.080511521
16,|1||14|,1,1|1||14|,0.39,0,0,0,0,0,0.63,0.2,0.4,0,0,0,1.188568134,4.463339494,TRUE,1.092874705,4.367646065,421636.32,15552,0.080511521
34,|6||14|,1,1|6||14|,0.8,0,0,0,0,0,0.8,0,0,0,0,0,1.188568134,4.463339494,TRUE,1.049735794,4.324507154,7500,8100,0.116806379
11,|1||6|,1,1|1||6|,0.8,0,0,0,0,0,0.8,0.2,0.4,0,0,0,1.188568134,4.463339494,TRUE,1.049735794,4.324507154,429136.32,23652,0.116806379
62,|1||6||14|,1,1|1||6||14|,0.8,0,0,0,0,0,0.8,0.2,0.4,0,0,0,1.188568134,4.463339494,TRUE,1.049735794,4.324507154,429136.32,23652,0.116806379
3,|6|,1,1|6|,0.8,0,0,0,0,0,0.8,0,0,0,0,0,1.188568134,4.463339494,TRUE,1.049735794,4.324507154,7500,8100,0.116806379
66,|1||7||14|,1,1|1||7||14|,0.7,0.78,0.33,0.21,0,0,0.63,0.2,0.45,0.45,0,0,1.188568134,4.463339494,TRUE,0.938574769,4.213346129,3150877.52,110874.9,0.210331539
4,|7|,1,1|7|,0.7,0.78,0.33,0.21,0,0,0,0,0.45,0.45,0,0,1.188568134,4.463339494,TRUE,0.938574769,4.213346129,2729241.2,95322.9,0.210331539
12,|1||7|,1,1|1||7|,0.7,0.78,0.33,0.21,0,0,0.63,0.2,0.45,0.45,0,0,1.188568134,4.463339494,TRUE,0.938574769,4.213346129,3150877.52,110874.9,0.210331539
58,|1||6||7|,1,1|1||6||7|,0.8,0.78,0.33,0.21,0,0,0.8,0.2,0.45,0.45,0,0,1.188568134,4.463339494,TRUE,0.938574769,4.213346129,3158377.52,118974.9,0.210331539
38,|7||14|,1,1|7||14|,0.7,0.78,0.33,0.21,0,0,0,0,0.45,0.45,0,0,1.188568134,4.463339494,TRUE,0.938574769,4.213346129,2729241.2,95322.9,0.210331539
168,|1||6||7||14|,1,1|1||6||7||14|,0.8,0.78,0.33,0.21,0,0,0.8,0.2,0.45,0.45,0,0,1.188568134,4.463339494,TRUE,0.938574769,4.213346129,3158377.52,118974.9,0.210331539
112,|6||7||14|,1,1|6||7||14|,0.8,0.78,0.33,0.21,0,0,0.8,0,0.45,0.45,0,0,1.188568134,4.463339494,TRUE,0.938574769,4.213346129,2736741.2,103422.9,0.210331539
30,|6||7|,1,1|6||7|,0.8,0.78,0.33,0.21,0,0,0.8,0,0.45,0.45,0,0,1.188568134,4.463339494,TRUE,0.938574769,4.213346129,2736741.2,103422.9,0.210331539
69,|1||8||14|,1,1|1||8||14|,0.95,0.955,0,0.36,0,0,0.93,0.95,0.51,0,0,0,1.188568134,4.463339494,TRUE,0.905086852,4.179858212,3143727.08,59394.37253,0.238506547
31,|6||8|,1,1|6||8|,0.95,0.955,0,0.36,0,0,0.93,0.95,0.51,0,0,0,1.188568134,4.463339494,TRUE,0.905086852,4.179858212,2729590.76,51942.37253,0.238506547
59,|1||6||8|,1,1|1||6||8|,0.95,0.955,0,0.36,0,0,0.93,0.95,0.51,0,0,0,1.188568134,4.463339494,TRUE,0.905086852,4.179858212,3151227.08,67494.37253,0.238506547
41,|8||14|,1,1|8||14|,0.95,0.955,0,0.36,0,0,0.93,0.95,0.51,0,0,0,1.188568134,4.463339494,TRUE,0.905086852,4.179858212,2722090.76,43842.37253,0.238506547
115,|6||8||14|,1,1|6||8||14|,0.95,0.955,0,0.36,0,0,0.93,0.95,0.51,0,0,0,1.188568134,4.463339494,TRUE,0.905086852,4.179858212,2729590.76,51942.37253,0.238506547
171,|1||6||8||14|,1,1|1||6||8||14|,0.95,0.955,0,0.36,0,0,0.93,0.95,0.51,0,0,0,1.188568134,4.463339494,TRUE,0.905086852,4.179858212,3151227.08,67494.37253,0.238506547
13,|1||8|,1,1|1||8|,0.95,0.955,0,0.36,0,0,0.93,0.95,0.51,0,0,0,1.188568134,4.463339494,TRUE,0.905086852,4.179858212,3143727.08,59394.37253,0.238506547
5,|8|,1,1|8|,0.95,0.955,0,0.36,0,0,0.93,0.95,0.51,0,0,0,1.188568134,4.463339494,TRUE,0.905086852,4.179858212,2722090.76,43842.37253,0.238506547
52,|1||3||6|,1,1|1||3||6|,0.8,0.27,0.64,0.34,0,0,0.9,0.4,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.896173019,4.170944379,4530099.04,39204,0.246006187
24,|3||6|,1,1|3||6|,0.8,0.27,0.64,0.34,0,0,0.9,0.4,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.896173019,4.170944379,4108462.72,23652,0.246006187
154,|1||3||6||14|,1,1|1||3||6||14|,0.8,0.27,0.64,0.34,0,0,0.9,0.4,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.896173019,4.170944379,4530099.04,39204,0.246006187
57,|1||3||14|,1,1|1||3||14|,0.8,0.27,0.64,0.34,0,0,0.9,0.4,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.896173019,4.170944379,4522599.04,31104,0.246006187
29,|3||14|,1,1|3||14|,0.8,0.27,0.64,0.34,0,0,0.9,0.4,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.896173019,4.170944379,4100962.72,15552,0.246006187
10,|1||3|,1,1|1||3|,0.8,0.27,0.64,0.34,0,0,0.9,0.4,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.896173019,4.170944379,4522599.04,31104,0.246006187
2,|3|,1,1|3|,0.8,0.27,0.64,0.34,0,0,0.9,0.4,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.896173019,4.170944379,4100962.72,15552,0.246006187
98,|3||6||14|,1,1|3||6||14|,0.8,0.27,0.64,0.34,0,0,0.9,0.4,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.896173019,4.170944379,4108462.72,23652,0.246006187
121,|7||8||14|,1,1|7||8||14|,0.95,0.955,0.33,0.36,0,0,0.93,0.95,0.51,0.45,0,0,1.188568134,4.463339494,TRUE,0.888192036,4.162963396,5451331.96,139165.2725,0.252720975
312,|1||6||7||8||14|,1,1|1||6||7||8||14|,0.95,0.955,0.33,0.36,0,0,0.93,0.95,0.51,0.45,0,0,1.188568134,4.463339494,TRUE,0.888192036,4.162963396,5880468.28,162817.2725,0.252720975
109,|6||7||8|,1,1|6||7||8|,0.95,0.955,0.33,0.36,0,0,0.93,0.95,0.51,0.45,0,0,1.188568134,4.463339494,TRUE,0.888192036,4.162963396,5458831.96,147265.2725,0.252720975
35,|7||8|,1,1|7||8|,0.95,0.955,0.33,0.36,0,0,0.93,0.95,0.51,0.45,0,0,1.188568134,4.463339494,TRUE,0.888192036,4.162963396,5451331.96,139165.2725,0.252720975
242,|6||7||8||14|,1,1|6||7||8||14|,0.95,0.955,0.33,0.36,0,0,0.93,0.95,0.51,0.45,0,0,1.188568134,4.463339494,TRUE,0.888192036,4.162963396,5458831.96,147265.2725,0.252720975
165,|1||6||7||8|,1,1|1||6||7||8|,0.95,0.955,0.33,0.36,0,0,0.93,0.95,0.51,0.45,0,0,1.188568134,4.463339494,TRUE,0.888192036,4.162963396,5880468.28,162817.2725,0.252720975
63,|1||7||8|,1,1|1||7||8|,0.95,0.955,0.33,0.36,0,0,0.93,0.95,0.51,0.45,0,0,1.188568134,4.463339494,TRUE,0.888192036,4.162963396,5872968.28,154717.2725,0.252720975
177,|1||7||8||14|,1,1|1||7||8||14|,0.95,0.955,0.33,0.36,0,0,0.93,0.95,0.51,0.45,0,0,1.188568134,4.463339494,TRUE,0.888192036,4.162963396,5872968.28,154717.2725,0.252720975
223,|3||6||7||14|,1,1|3||6||7||14|,0.8,0.78,0.64,0.34,0,0,0.9,0.4,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.881117585,4.155888945,6837703.92,118974.9,0.258673054
158,|1||3||7||14|,1,1|1||3||7||14|,0.8,0.78,0.64,0.34,0,0,0.9,0.4,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.881117585,4.155888945,7251840.24,126426.9,0.258673054
94,|3||6||7|,1,1|3||6||7|,0.8,0.78,0.64,0.34,0,0,0.9,0.4,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.881117585,4.155888945,6837703.92,118974.9,0.258673054
25,|3||7|,1,1|3||7|,0.8,0.78,0.64,0.34,0,0,0.9,0.4,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.881117585,4.155888945,6830203.92,110874.9,0.258673054
293,|1||3||6||7||14|,1,1|1||3||6||7||14|,0.8,0.78,0.64,0.34,0,0,0.9,0.4,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.881117585,4.155888945,7259340.24,134526.9,0.258673054
102,|3||7||14|,1,1|3||7||14|,0.8,0.78,0.64,0.34,0,0,0.9,0.4,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.881117585,4.155888945,6830203.92,110874.9,0.258673054
150,|1||3||6||7|,1,1|1||3||6||7|,0.8,0.78,0.64,0.34,0,0,0.9,0.4,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.881117585,4.155888945,7259340.24,134526.9,0.258673054
53,|1||3||7|,1,1|1||3||7|,0.8,0.78,0.64,0.34,0,0,0.9,0.4,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.881117585,4.155888945,7251840.24,126426.9,0.258673054
296,|1||3||6||8||14|,1,1|1||3||6||8||14|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,7252189.8,83046.37253,0.26543661
362,|3||6||7||8||14|,1,1|3||6||7||8||14|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,9559794.68,162817.2725,0.26543661
232,|3||7||8||14|,1,1|3||7||8||14|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,9552294.68,154717.2725,0.26543661
54,|1||3||8|,1,1|1||3||8|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,7244689.8,74946.37253,0.26543661
226,|3||6||8||14|,1,1|3||6||8||14|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,6830553.48,67494.37253,0.26543661
105,|3||8||14|,1,1|3||8||14|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,6823053.48,59394.37253,0.26543661
220,|3||6||7||8|,1,1|3||6||7||8|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,9559794.68,162817.2725,0.26543661
155,|1||3||7||8|,1,1|1||3||7||8|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,9973931,170269.2725,0.26543661
290,|1||3||6||7||8|,1,1|1||3||6||7||8|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,9981431,178369.2725,0.26543661
99,|3||7||8|,1,1|3||7||8|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,9552294.68,154717.2725,0.26543661
418,|1||3||6||7||8||14|,1,1|1||3||6||7||8||14|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,9981431,178369.2725,0.26543661
161,|1||3||8||14|,1,1|1||3||8||14|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,7244689.8,74946.37253,0.26543661
95,|3||6||8|,1,1|3||6||8|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,6830553.48,67494.37253,0.26543661
26,|3||8|,1,1|3||8|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,6823053.48,59394.37253,0.26543661
302,|1||3||7||8||14|,1,1|1||3||7||8||14|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0.45,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,9973931,170269.2725,0.26543661
151,|1||3||6||8|,1,1|1||3||6||8|,0.95,0.955,0.64,0.36,0,0,0.93,0.95,0.605,0,0,0,1.188568134,4.463339494,TRUE,0.873078637,4.147849997,7252189.8,83046.37253,0.26543661
118,|6||13||14|,1,1|6||13||14|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,6545262.36,116742.3725,0.281080302
72,|1||13||14|,1,1|1||13||14|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,6959398.68,124194.3725,0.281080302
97,|3||6||13|,1,1|3||6||13|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,10646225.08,132294.3725,0.281080302
108,|3||13||14|,1,1|3||13||14|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,10638725.08,124194.3725,0.281080302
299,|1||3||6||13||14|,1,1|1||3||6||13||14|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,11067861.4,147846.3725,0.281080302
61,|1||6||13|,1,1|1||6||13|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,6966898.68,132294.3725,0.281080302
174,|1||6||13||14|,1,1|1||6||13||14|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,6966898.68,132294.3725,0.281080302
56,|1||3||13|,1,1|1||3||13|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,11060361.4,139746.3725,0.281080302
28,|3||13|,1,1|3||13|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,10638725.08,124194.3725,0.281080302
229,|3||6||13||14|,1,1|3||6||13||14|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,10646225.08,132294.3725,0.281080302
164,|1||3||13||14|,1,1|1||3||13||14|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,11060361.4,139746.3725,0.281080302
44,|13||14|,1,1|13||14|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,6537762.36,108642.3725,0.281080302
153,|1||3||6||13|,1,1|1||3||6||13|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,11067861.4,147846.3725,0.281080302
7,|13|,1,1|13|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,6537762.36,108642.3725,0.281080302
15,|1||13|,1,1|1||13|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,6959398.68,124194.3725,0.281080302
33,|6||13|,1,1|6||13|,0.98,0.778,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854485044,4.129256404,6545262.36,116742.3725,0.281080302
245,|6||7||13||14|,1,1|6||7||13||14|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,9274503.56,212065.2725,0.281129926
167,|1||6||7||13|,1,1|1||6||7||13|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,9696139.88,227617.2725,0.281129926
180,|1||7||13||14|,1,1|1||7||13||14|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,9688639.88,219517.2725,0.281129926
101,|3||7||13|,1,1|3||7||13|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,13367966.28,219517.2725,0.281129926
222,|3||6||7||13|,1,1|3||6||7||13|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,13375466.28,227617.2725,0.281129926
235,|3||7||13||14|,1,1|3||7||13||14|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,13367966.28,219517.2725,0.281129926
111,|6||7||13|,1,1|6||7||13|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,9274503.56,212065.2725,0.281129926
124,|7||13||14|,1,1|7||13||14|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,9267003.56,203965.2725,0.281129926
157,|1||3||7||13|,1,1|1||3||7||13|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,13789602.6,235069.2725,0.281129926
292,|1||3||6||7||13|,1,1|1||3||6||7||13|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,13797102.6,243169.2725,0.281129926
305,|1||3||7||13||14|,1,1|1||3||7||13||14|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,13789602.6,235069.2725,0.281129926
37,|7||13|,1,1|7||13|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,9267003.56,203965.2725,0.281129926
365,|3||6||7||13||14|,1,1|3||6||7||13||14|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,13375466.28,227617.2725,0.281129926
65,|1||7||13|,1,1|1||7||13|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,9688639.88,219517.2725,0.281129926
315,|1||6||7||13||14|,1,1|1||6||7||13||14|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,9696139.88,227617.2725,0.281129926
421,|1||3||6||7||13||14|,1,1|1||3||6||7||13||14|,0.98,0.78,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.854426062,4.129197422,13797102.6,243169.2725,0.281129926
433,|1||6||7||8||13||14|,1,1|1||6||7||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,12418230.64,271459.6451,0.282412579
488,|1||3||6||7||8||13||14|,1,1|1||3||6||7||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,16519193.36,287011.6451,0.282412579
225,|3||6||8||13|,1,1|3||6||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,13368315.84,176136.7451,0.282412579
252,|7||8||13||14|,1,1|7||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,11989094.32,247807.6451,0.282412579
68,|1||8||13|,1,1|1||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,9681489.44,168036.7451,0.282412579
248,|6||8||13||14|,1,1|6||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,9267353.12,160584.7451,0.282412579
120,|7||8||13|,1,1|7||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,11989094.32,247807.6451,0.282412579
361,|3||6||7||8||13|,1,1|3||6||7||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,16097557.04,271459.6451,0.282412579
377,|6||7||8||13||14|,1,1|6||7||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,11996594.32,255907.6451,0.282412579
241,|6||7||8||13|,1,1|6||7||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,11996594.32,255907.6451,0.282412579
238,|3||8||13||14|,1,1|3||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,13360815.84,168036.7451,0.282412579
127,|8||13||14|,1,1|8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,9259853.12,152484.7451,0.282412579
368,|3||6||8||13||14|,1,1|3||6||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,13368315.84,176136.7451,0.282412579
372,|3||7||8||13||14|,1,1|3||7||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,16090057.04,263359.6451,0.282412579
114,|6||8||13|,1,1|6||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,9267353.12,160584.7451,0.282412579
460,|3||6||7||8||13||14|,1,1|3||6||7||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,16097557.04,271459.6451,0.282412579
40,|8||13|,1,1|8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,9259853.12,152484.7451,0.282412579
424,|1||3||6||8||13||14|,1,1|1||3||6||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,13789952.16,191688.7451,0.282412579
428,|1||3||7||8||13||14|,1,1|1||3||7||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,16511693.36,278911.6451,0.282412579
295,|1||3||6||8||13|,1,1|1||3||6||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,13789952.16,191688.7451,0.282412579
170,|1||6||8||13|,1,1|1||6||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,9688989.44,176136.7451,0.282412579
176,|1||7||8||13|,1,1|1||7||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,12410730.64,263359.6451,0.282412579
308,|1||3||8||13||14|,1,1|1||3||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,13782452.16,183588.7451,0.282412579
311,|1||6||7||8||13|,1,1|1||6||7||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,12418230.64,271459.6451,0.282412579
301,|1||3||7||8||13|,1,1|1||3||7||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,16511693.36,278911.6451,0.282412579
231,|3||7||8||13|,1,1|3||7||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,16090057.04,263359.6451,0.282412579
160,|1||3||8||13|,1,1|1||3||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,13782452.16,183588.7451,0.282412579
104,|3||8||13|,1,1|3||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,13360815.84,168036.7451,0.282412579
318,|1||6||8||13||14|,1,1|1||6||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,9688989.44,176136.7451,0.282412579
183,|1||8||13||14|,1,1|1||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,9681489.44,168036.7451,0.282412579
322,|1||7||8||13||14|,1,1|1||7||8||13||14|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,12410730.64,263359.6451,0.282412579
417,|1||3||6||7||8||13|,1,1|1||3||6||7||8||13|,0.98,0.955,0.902,0.415,0,0,0.96,0.99,0.99,0.95,0,0,1.188568134,4.463339494,TRUE,0.852901542,4.127672902,16519193.36,287011.6451,0.282412579
